work_order_id,sap_order_number,product_code,quantity,production_line,priority,planned_shift,planned_start,planned_finish,routing_version,planner,status
WO-20260123-000395,5000000395,GIS-145-3150,2,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-23 09:25:00,2026-01-23 09:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260123-000396,5000000396,GIS-300-4000,2,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-23 09:45:00,2026-01-23 10:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260123-000397,5000000397,GIS-072-2500,4,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-23 10:05:00,2026-01-23 10:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260123-000398,5000000398,GIS-072-3150,3,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-23 10:25:00,2026-01-23 10:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260123-000399,5000000399,GIS-145-4000,2,LINE-03,Priority.HIGH,ShiftType.MORNING,2026-01-23 10:45:00,2026-01-23 11:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260123-000400,5000000400,GIS-072-2500,3,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-23 11:05:00,2026-01-23 11:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260123-000401,5000000401,GIS-145-3150,2,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-23 11:25:00,2026-01-23 11:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260123-000402,5000000402,GIS-170-4000,3,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-23 11:45:00,2026-01-23 12:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260123-000403,5000000403,GIS-145-3150,4,LINE-01,Priority.HIGH,ShiftType.MORNING,2026-01-23 12:05:00,2026-01-23 12:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260123-000404,5000000404,GIS-145-3150,4,LINE-02,Priority.LOW,ShiftType.MORNING,2026-01-23 12:25:00,2026-01-23 12:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000405,5000000405,GIS-170-4000,3,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-24 06:45:00,2026-01-24 07:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000406,5000000406,GIS-145-4000,2,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-24 07:05:00,2026-01-24 07:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000407,5000000407,GIS-072-3150,3,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-24 07:25:00,2026-01-24 07:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000408,5000000408,GIS-170-4000,2,LINE-06,Priority.HIGH,ShiftType.MORNING,2026-01-24 07:45:00,2026-01-24 08:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000409,5000000409,GIS-170-4000,3,LINE-01,Priority.HIGH,ShiftType.MORNING,2026-01-24 08:05:00,2026-01-24 08:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000410,5000000410,GIS-550-5000,1,LINE-02,Priority.HIGH,ShiftType.MORNING,2026-01-24 08:25:00,2026-01-24 08:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000411,5000000411,GIS-170-4000,2,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-24 08:45:00,2026-01-24 09:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000412,5000000412,GIS-245-3150,3,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-24 09:05:00,2026-01-24 09:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000413,5000000413,GIS-072-3150,5,LINE-05,Priority.HIGH,ShiftType.MORNING,2026-01-24 09:25:00,2026-01-24 09:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000414,5000000414,GIS-420-5000,2,LINE-06,Priority.LOW,ShiftType.MORNING,2026-01-24 09:45:00,2026-01-24 10:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000415,5000000415,GIS-300-4000,2,LINE-01,Priority.LOW,ShiftType.MORNING,2026-01-24 10:05:00,2026-01-24 10:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000416,5000000416,GIS-245-4000,1,LINE-02,Priority.LOW,ShiftType.MORNING,2026-01-24 10:25:00,2026-01-24 10:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000417,5000000417,GIS-145-4000,3,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-24 10:45:00,2026-01-24 11:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000418,5000000418,GIS-145-3150,3,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-24 11:05:00,2026-01-24 11:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000419,5000000419,GIS-145-3150,4,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-24 11:25:00,2026-01-24 11:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000420,5000000420,GIS-420-4000,1,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-24 11:45:00,2026-01-24 12:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000421,5000000421,GIS-170-4000,2,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-24 12:05:00,2026-01-24 12:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000422,5000000422,GIS-245-3150,2,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-24 12:25:00,2026-01-24 12:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000423,5000000423,GIS-145-3150,2,LINE-03,Priority.HIGH,ShiftType.MORNING,2026-01-24 12:45:00,2026-01-24 13:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260124-000424,5000000424,GIS-072-2500,4,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-24 13:05:00,2026-01-24 13:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000425,5000000425,GIS-245-3150,2,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-25 06:45:00,2026-01-25 07:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000426,5000000426,GIS-145-3150,2,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-25 07:05:00,2026-01-25 07:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000427,5000000427,GIS-170-4000,2,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-25 07:25:00,2026-01-25 07:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000428,5000000428,GIS-420-5000,1,LINE-02,Priority.HIGH,ShiftType.MORNING,2026-01-25 07:45:00,2026-01-25 08:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000429,5000000429,GIS-072-3150,3,LINE-03,Priority.LOW,ShiftType.MORNING,2026-01-25 08:05:00,2026-01-25 08:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000430,5000000430,GIS-245-4000,1,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-25 08:25:00,2026-01-25 08:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000431,5000000431,GIS-145-4000,2,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-25 08:45:00,2026-01-25 09:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000432,5000000432,GIS-300-4000,2,LINE-06,Priority.LOW,ShiftType.MORNING,2026-01-25 09:05:00,2026-01-25 09:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000433,5000000433,GIS-300-4000,1,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-25 09:25:00,2026-01-25 09:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000434,5000000434,GIS-145-4000,2,LINE-02,Priority.HIGH,ShiftType.MORNING,2026-01-25 09:45:00,2026-01-25 10:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000435,5000000435,GIS-170-4000,3,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-25 10:05:00,2026-01-25 10:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000436,5000000436,GIS-145-3150,2,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-25 10:25:00,2026-01-25 10:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000437,5000000437,GIS-550-5000,1,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-25 10:45:00,2026-01-25 11:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000438,5000000438,GIS-420-5000,2,LINE-06,Priority.HIGH,ShiftType.MORNING,2026-01-25 11:05:00,2026-01-25 11:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000439,5000000439,GIS-420-4000,1,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-25 11:25:00,2026-01-25 11:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000440,5000000440,GIS-072-2500,4,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-25 11:45:00,2026-01-25 12:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000441,5000000441,GIS-145-4000,3,LINE-03,Priority.HIGH,ShiftType.MORNING,2026-01-25 12:05:00,2026-01-25 12:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000442,5000000442,GIS-245-4000,1,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-25 12:25:00,2026-01-25 12:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000443,5000000443,GIS-072-3150,5,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-25 12:45:00,2026-01-25 13:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000444,5000000444,GIS-145-4000,2,LINE-06,Priority.HIGH,ShiftType.MORNING,2026-01-25 13:05:00,2026-01-25 13:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000445,5000000445,GIS-145-3150,4,LINE-01,Priority.URGENT,ShiftType.MORNING,2026-01-25 13:25:00,2026-01-25 13:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000446,5000000446,GIS-245-3150,1,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-25 13:45:00,2026-01-25 14:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260125-000447,5000000447,GIS-072-2500,3,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-25 14:05:00,2026-01-25 14:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000448,5000000448,GIS-245-4000,3,LINE-04,Priority.LOW,ShiftType.MORNING,2026-01-26 06:45:00,2026-01-26 07:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000449,5000000449,GIS-420-5000,2,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-26 07:05:00,2026-01-26 07:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000450,5000000450,GIS-170-4000,3,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-26 07:25:00,2026-01-26 07:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000451,5000000451,GIS-420-4000,2,LINE-01,Priority.HIGH,ShiftType.MORNING,2026-01-26 07:45:00,2026-01-26 08:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000452,5000000452,GIS-170-4000,2,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-26 08:05:00,2026-01-26 08:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000453,5000000453,GIS-145-4000,4,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-26 08:25:00,2026-01-26 08:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000454,5000000454,GIS-072-3150,3,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-26 08:45:00,2026-01-26 09:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000455,5000000455,GIS-072-2500,4,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-26 09:05:00,2026-01-26 09:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000456,5000000456,GIS-072-2500,4,LINE-06,Priority.LOW,ShiftType.MORNING,2026-01-26 09:25:00,2026-01-26 09:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000457,5000000457,GIS-300-4000,1,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-26 09:45:00,2026-01-26 10:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000458,5000000458,GIS-145-4000,3,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-26 10:05:00,2026-01-26 10:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000459,5000000459,GIS-420-5000,1,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-26 10:25:00,2026-01-26 10:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000460,5000000460,GIS-245-4000,3,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-26 10:45:00,2026-01-26 11:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000461,5000000461,GIS-170-4000,2,LINE-05,Priority.URGENT,ShiftType.MORNING,2026-01-26 11:05:00,2026-01-26 11:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000462,5000000462,GIS-145-4000,3,LINE-06,Priority.URGENT,ShiftType.MORNING,2026-01-26 11:25:00,2026-01-26 11:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000463,5000000463,GIS-072-2500,5,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-26 11:45:00,2026-01-26 12:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000464,5000000464,GIS-072-3150,4,LINE-02,Priority.URGENT,ShiftType.MORNING,2026-01-26 12:05:00,2026-01-26 12:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000465,5000000465,GIS-145-4000,4,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-26 12:25:00,2026-01-26 12:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260126-000466,5000000466,GIS-145-3150,3,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-26 12:45:00,2026-01-26 13:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000467,5000000467,GIS-145-3150,4,LINE-05,Priority.LOW,ShiftType.MORNING,2026-01-27 06:45:00,2026-01-27 07:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000468,5000000468,GIS-245-3150,2,LINE-06,Priority.LOW,ShiftType.MORNING,2026-01-27 07:05:00,2026-01-27 07:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000469,5000000469,GIS-072-2500,5,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-27 07:25:00,2026-01-27 07:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000470,5000000470,GIS-072-3150,5,LINE-02,Priority.URGENT,ShiftType.MORNING,2026-01-27 07:45:00,2026-01-27 08:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000471,5000000471,GIS-170-4000,2,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-27 08:05:00,2026-01-27 08:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000472,5000000472,GIS-170-4000,2,LINE-04,Priority.HIGH,ShiftType.MORNING,2026-01-27 08:25:00,2026-01-27 08:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000473,5000000473,GIS-145-3150,4,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-27 08:45:00,2026-01-27 09:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000474,5000000474,GIS-145-3150,4,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-27 09:05:00,2026-01-27 09:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000475,5000000475,GIS-072-2500,5,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-27 09:25:00,2026-01-27 09:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000476,5000000476,GIS-245-4000,1,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-27 09:45:00,2026-01-27 10:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000477,5000000477,GIS-300-4000,1,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-27 10:05:00,2026-01-27 10:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000478,5000000478,GIS-145-3150,3,LINE-04,Priority.LOW,ShiftType.MORNING,2026-01-27 10:25:00,2026-01-27 10:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000479,5000000479,GIS-145-3150,2,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-27 10:45:00,2026-01-27 11:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000480,5000000480,GIS-245-4000,1,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-27 11:05:00,2026-01-27 11:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000481,5000000481,GIS-072-2500,3,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-27 11:25:00,2026-01-27 11:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000482,5000000482,GIS-245-4000,3,LINE-02,Priority.HIGH,ShiftType.MORNING,2026-01-27 11:45:00,2026-01-27 12:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000483,5000000483,GIS-300-4000,1,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-27 12:05:00,2026-01-27 12:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000484,5000000484,GIS-420-4000,1,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-27 12:25:00,2026-01-27 12:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000485,5000000485,GIS-072-3150,3,LINE-05,Priority.HIGH,ShiftType.MORNING,2026-01-27 12:45:00,2026-01-27 13:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000486,5000000486,GIS-245-4000,1,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-27 13:05:00,2026-01-27 13:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000487,5000000487,GIS-072-2500,4,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-27 13:25:00,2026-01-27 13:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000488,5000000488,GIS-072-3150,4,LINE-02,Priority.NORMAL,ShiftType.MORNING,2026-01-27 13:45:00,2026-01-27 14:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000489,5000000489,GIS-245-4000,2,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-27 14:05:00,2026-01-27 14:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260127-000490,5000000490,GIS-072-3150,4,LINE-04,Priority.HIGH,ShiftType.MORNING,2026-01-27 14:25:00,2026-01-27 14:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000491,5000000491,GIS-145-3150,4,LINE-05,Priority.URGENT,ShiftType.MORNING,2026-01-28 06:45:00,2026-01-28 07:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000492,5000000492,GIS-145-4000,3,LINE-06,Priority.HIGH,ShiftType.MORNING,2026-01-28 07:05:00,2026-01-28 07:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000493,5000000493,GIS-145-4000,3,LINE-01,Priority.URGENT,ShiftType.MORNING,2026-01-28 07:25:00,2026-01-28 07:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000494,5000000494,GIS-300-4000,1,LINE-02,Priority.HIGH,ShiftType.MORNING,2026-01-28 07:45:00,2026-01-28 08:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000495,5000000495,GIS-072-2500,4,LINE-03,Priority.HIGH,ShiftType.MORNING,2026-01-28 08:05:00,2026-01-28 08:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000496,5000000496,GIS-170-4000,2,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-28 08:25:00,2026-01-28 08:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000497,5000000497,GIS-145-4000,2,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-28 08:45:00,2026-01-28 09:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000498,5000000498,GIS-245-4000,2,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-28 09:05:00,2026-01-28 09:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000499,5000000499,GIS-145-4000,3,LINE-01,Priority.LOW,ShiftType.MORNING,2026-01-28 09:25:00,2026-01-28 09:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000500,5000000500,GIS-420-4000,2,LINE-02,Priority.HIGH,ShiftType.MORNING,2026-01-28 09:45:00,2026-01-28 10:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000501,5000000501,GIS-420-5000,2,LINE-03,Priority.LOW,ShiftType.MORNING,2026-01-28 10:05:00,2026-01-28 10:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000502,5000000502,GIS-145-4000,2,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-28 10:25:00,2026-01-28 10:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000503,5000000503,GIS-072-2500,3,LINE-05,Priority.LOW,ShiftType.MORNING,2026-01-28 10:45:00,2026-01-28 11:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000504,5000000504,GIS-420-5000,2,LINE-06,Priority.HIGH,ShiftType.MORNING,2026-01-28 11:05:00,2026-01-28 11:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000505,5000000505,GIS-072-2500,4,LINE-01,Priority.HIGH,ShiftType.MORNING,2026-01-28 11:25:00,2026-01-28 11:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000506,5000000506,GIS-145-4000,2,LINE-02,Priority.HIGH,ShiftType.MORNING,2026-01-28 11:45:00,2026-01-28 12:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000507,5000000507,GIS-145-4000,4,LINE-03,Priority.LOW,ShiftType.MORNING,2026-01-28 12:05:00,2026-01-28 12:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000508,5000000508,GIS-072-2500,4,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-28 12:25:00,2026-01-28 12:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260128-000509,5000000509,GIS-072-2500,5,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-28 12:45:00,2026-01-28 13:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260129-000510,5000000510,GIS-072-2500,4,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-29 06:45:00,2026-01-29 07:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260129-000511,5000000511,GIS-072-2500,3,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-29 07:05:00,2026-01-29 07:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260129-000512,5000000512,GIS-245-4000,2,LINE-02,Priority.LOW,ShiftType.MORNING,2026-01-29 07:25:00,2026-01-29 07:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260129-000513,5000000513,GIS-300-4000,2,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-29 07:45:00,2026-01-29 08:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260129-000514,5000000514,GIS-072-2500,5,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-29 08:05:00,2026-01-29 08:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260129-000515,5000000515,GIS-245-3150,2,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-29 08:25:00,2026-01-29 08:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260129-000516,5000000516,GIS-170-4000,2,LINE-06,Priority.NORMAL,ShiftType.MORNING,2026-01-29 08:45:00,2026-01-29 09:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260129-000517,5000000517,GIS-072-3150,5,LINE-01,Priority.LOW,ShiftType.MORNING,2026-01-29 09:05:00,2026-01-29 09:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260129-000518,5000000518,GIS-550-5000,1,LINE-02,Priority.LOW,ShiftType.MORNING,2026-01-29 09:25:00,2026-01-29 09:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260129-000519,5000000519,GIS-145-4000,4,LINE-03,Priority.HIGH,ShiftType.MORNING,2026-01-29 09:45:00,2026-01-29 10:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260129-000520,5000000520,GIS-145-4000,2,LINE-04,Priority.NORMAL,ShiftType.MORNING,2026-01-29 10:05:00,2026-01-29 10:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260129-000521,5000000521,GIS-145-4000,4,LINE-05,Priority.NORMAL,ShiftType.MORNING,2026-01-29 10:25:00,2026-01-29 10:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260129-000522,5000000522,GIS-145-3150,4,LINE-06,Priority.LOW,ShiftType.MORNING,2026-01-29 10:45:00,2026-01-29 11:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260129-000523,5000000523,GIS-245-4000,2,LINE-01,Priority.NORMAL,ShiftType.MORNING,2026-01-29 11:05:00,2026-01-29 11:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260129-000524,5000000524,GIS-245-3150,1,LINE-02,Priority.HIGH,ShiftType.MORNING,2026-01-29 11:25:00,2026-01-29 11:55:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260129-000525,5000000525,GIS-245-4000,2,LINE-03,Priority.NORMAL,ShiftType.MORNING,2026-01-29 11:45:00,2026-01-29 12:15:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
WO-20260129-000526,5000000526,GIS-145-3150,3,LINE-04,Priority.HIGH,ShiftType.MORNING,2026-01-29 12:05:00,2026-01-29 12:35:00,RV-001,Production Planner,WorkOrderStatus.RELEASED
