press_operation_id,serial_number,execution_id,work_order_id,operation_number,operation_name,machine_id,tool_id,operator_id,press_program_id,operation_start,operation_end,target_force_kn,actual_force_kn,force_deviation_kn,displacement_mm,cycle_time_sec,quality_result
POP-00005059,SN-00001265,EXEC-000458,WO-20260126-000458,3,PRESS_FIT_3,PF-L3-S10,TL-VIS-023,OP-0043,PP-0015,2026-01-26 10:06:57,2026-01-26 10:07:39,160.0,161.98,1.98,25.0,42,QualityResult.PASS
POP-00005060,SN-00001265,EXEC-000458,WO-20260126-000458,4,PRESS_FIT_4,PF-L1-S10,TL-HVT-007,OP-0041,PP-0016,2026-01-26 10:08:11,2026-01-26 10:08:53,160.0,157.17,-2.83,25.0,42,QualityResult.PASS
POP-00005061,SN-00001266,EXEC-000459,WO-20260126-000459,1,PRESS_FIT_1,PF-L4-S10,TL-MOT-024,OP-0044,PP-0037,2026-01-26 10:25:00,2026-01-26 10:25:58,185.0,181.58,-3.42,25.0,58,QualityResult.PASS
POP-00005062,SN-00001266,EXEC-000459,WO-20260126-000459,2,PRESS_FIT_2,PF-L6-S10,TL-PLT-026,OP-0008,PP-0038,2026-01-26 10:26:31,2026-01-26 10:27:29,185.0,187.6,2.6,25.0,58,QualityResult.PASS
POP-00005063,SN-00001266,EXEC-000459,WO-20260126-000459,3,PRESS_FIT_3,PF-L1-S10,TL-MOT-006,OP-0009,PP-0039,2026-01-26 10:27:55,2026-01-26 10:28:53,185.0,182.77,-2.23,25.0,58,QualityResult.PASS
POP-00005064,SN-00001266,EXEC-000459,WO-20260126-000459,4,PRESS_FIT_4,PF-L5-S10,TL-PF-028,OP-0070,PP-0040,2026-01-26 10:29:28,2026-01-26 10:30:26,185.0,185.35,0.35,25.0,58,QualityResult.PASS
POP-00005065,SN-00001267,EXEC-000460,WO-20260126-000460,1,PRESS_FIT_1,PF-L5-S10,TL-GBA-040,OP-0021,PP-0025,2026-01-26 10:45:00,2026-01-26 10:45:47,170.0,172.23,2.23,25.0,47,QualityResult.PASS
POP-00005066,SN-00001267,EXEC-000460,WO-20260126-000460,2,PRESS_FIT_2,PF-L1-S10,TL-PLT-017,OP-0054,PP-0026,2026-01-26 10:46:04,2026-01-26 10:46:51,170.0,173.34,3.34,25.0,47,QualityResult.PASS
POP-00005067,SN-00001267,EXEC-000460,WO-20260126-000460,3,PRESS_FIT_3,PF-L4-S10,TL-PKG-018,OP-0063,PP-0027,2026-01-26 10:47:31,2026-01-26 10:48:18,170.0,172.82,2.82,25.0,47,QualityResult.PASS
POP-00005068,SN-00001267,EXEC-000460,WO-20260126-000460,4,PRESS_FIT_4,PF-L1-S10,TL-PLT-044,OP-0034,PP-0028,2026-01-26 10:48:35,2026-01-26 10:49:22,170.0,168.63,-1.37,25.0,47,QualityResult.PASS
POP-00005069,SN-00001268,EXEC-000460,WO-20260126-000460,1,PRESS_FIT_1,PF-L6-S10,TL-PKG-009,OP-0036,PP-0025,2026-01-26 10:45:00,2026-01-26 10:45:47,170.0,169.02,-0.98,25.0,47,QualityResult.PASS
POP-00005070,SN-00001268,EXEC-000460,WO-20260126-000460,2,PRESS_FIT_2,PF-L6-S10,TL-VIS-014,OP-0062,PP-0026,2026-01-26 10:46:27,2026-01-26 10:47:14,170.0,170.39,0.39,25.0,47,QualityResult.PASS
POP-00005071,SN-00001268,EXEC-000460,WO-20260126-000460,3,PRESS_FIT_3,PF-L6-S10,TL-MOT-033,OP-0064,PP-0027,2026-01-26 10:47:43,2026-01-26 10:48:30,170.0,170.67,0.67,25.0,47,QualityResult.PASS
POP-00005072,SN-00001268,EXEC-000460,WO-20260126-000460,4,PRESS_FIT_4,PF-L2-S10,TL-PKG-054,OP-0007,PP-0028,2026-01-26 10:48:40,2026-01-26 10:49:27,170.0,169.73,-0.27,25.0,47,QualityResult.PASS
POP-00005073,SN-00001269,EXEC-000460,WO-20260126-000460,1,PRESS_FIT_1,PF-L5-S10,TL-DTA-030,OP-0046,PP-0025,2026-01-26 10:45:00,2026-01-26 10:45:47,170.0,171.09,1.09,25.0,47,QualityResult.PASS
POP-00005074,SN-00001269,EXEC-000460,WO-20260126-000460,2,PRESS_FIT_2,PF-L6-S10,TL-MOT-006,OP-0043,PP-0026,2026-01-26 10:46:19,2026-01-26 10:47:06,170.0,169.48,-0.52,25.0,47,QualityResult.PASS
POP-00005075,SN-00001269,EXEC-000460,WO-20260126-000460,3,PRESS_FIT_3,PF-L4-S10,TL-PKG-009,OP-0071,PP-0027,2026-01-26 10:47:26,2026-01-26 10:48:13,170.0,172.64,2.64,25.0,47,QualityResult.PASS
POP-00005076,SN-00001269,EXEC-000460,WO-20260126-000460,4,PRESS_FIT_4,PF-L6-S10,TL-MOT-015,OP-0042,PP-0028,2026-01-26 10:48:37,2026-01-26 10:49:24,170.0,170.65,0.65,25.0,47,QualityResult.PASS
POP-00005077,SN-00001270,EXEC-000461,WO-20260126-000461,1,PRESS_FIT_1,PF-L6-S10,TL-MOT-042,OP-0001,PP-0017,2026-01-26 11:05:00,2026-01-26 11:05:43,162.0,160.77,-1.23,25.0,43,QualityResult.PASS
POP-00005078,SN-00001270,EXEC-000461,WO-20260126-000461,2,PRESS_FIT_2,PF-L1-S10,TL-GBA-031,OP-0069,PP-0018,2026-01-26 11:06:06,2026-01-26 11:06:49,162.0,159.73,-2.27,25.0,43,QualityResult.PASS
POP-00005079,SN-00001270,EXEC-000461,WO-20260126-000461,3,PRESS_FIT_3,PF-L6-S10,TL-GBA-013,OP-0064,PP-0019,2026-01-26 11:07:12,2026-01-26 11:07:55,162.0,164.67,2.67,25.0,43,QualityResult.PASS
POP-00005080,SN-00001270,EXEC-000461,WO-20260126-000461,4,PRESS_FIT_4,PF-L6-S10,TL-VIS-014,OP-0070,PP-0020,2026-01-26 11:08:16,2026-01-26 11:08:59,162.0,161.19,-0.81,25.0,43,QualityResult.PASS
POP-00005081,SN-00001271,EXEC-000461,WO-20260126-000461,1,PRESS_FIT_1,PF-L5-S10,TL-PKG-036,OP-0043,PP-0017,2026-01-26 11:05:00,2026-01-26 11:05:43,162.0,164.67,2.67,25.0,43,QualityResult.PASS
POP-00005082,SN-00001271,EXEC-000461,WO-20260126-000461,2,PRESS_FIT_2,PF-L1-S10,TL-PKG-036,OP-0072,PP-0018,2026-01-26 11:06:02,2026-01-26 11:06:45,162.0,160.28,-1.72,25.0,43,QualityResult.PASS
POP-00005083,SN-00001271,EXEC-000461,WO-20260126-000461,3,PRESS_FIT_3,PF-L5-S10,TL-MOT-015,OP-0045,PP-0019,2026-01-26 11:07:02,2026-01-26 11:07:45,162.0,163.0,1.0,25.0,43,QualityResult.PASS
POP-00005084,SN-00001271,EXEC-000461,WO-20260126-000461,4,PRESS_FIT_4,PF-L4-S10,TL-ASM-020,OP-0046,PP-0020,2026-01-26 11:08:24,2026-01-26 11:09:07,162.0,158.99,-3.01,25.0,43,QualityResult.PASS
POP-00005085,SN-00001272,EXEC-000462,WO-20260126-000462,1,PRESS_FIT_1,PF-L2-S10,TL-ASM-020,OP-0030,PP-0013,2026-01-26 11:25:00,2026-01-26 11:25:42,160.0,156.64,-3.36,25.0,42,QualityResult.PASS
POP-00005086,SN-00001272,EXEC-000462,WO-20260126-000462,2,PRESS_FIT_2,PF-L5-S10,TL-MOT-042,OP-0041,PP-0014,2026-01-26 11:25:59,2026-01-26 11:26:41,160.0,162.34,2.34,25.0,42,QualityResult.PASS
POP-00005087,SN-00001272,EXEC-000462,WO-20260126-000462,3,PRESS_FIT_3,PF-L3-S10,TL-DTA-030,OP-0072,PP-0015,2026-01-26 11:27:19,2026-01-26 11:28:01,160.0,159.36,-0.64,25.0,42,QualityResult.PASS
POP-00005088,SN-00001272,EXEC-000462,WO-20260126-000462,4,PRESS_FIT_4,PF-L2-S10,TL-MOT-006,OP-0004,PP-0016,2026-01-26 11:28:41,2026-01-26 11:29:23,160.0,157.73,-2.27,25.0,42,QualityResult.PASS
POP-00005089,SN-00001273,EXEC-000462,WO-20260126-000462,1,PRESS_FIT_1,PF-L1-S10,TL-DTA-021,OP-0015,PP-0013,2026-01-26 11:25:00,2026-01-26 11:25:42,160.0,159.98,-0.02,25.0,42,QualityResult.PASS
POP-00005090,SN-00001273,EXEC-000462,WO-20260126-000462,2,PRESS_FIT_2,PF-L2-S10,TL-VIS-032,OP-0004,PP-0014,2026-01-26 11:26:18,2026-01-26 11:27:00,160.0,160.48,0.48,25.0,42,QualityResult.PASS
POP-00005091,SN-00001273,EXEC-000462,WO-20260126-000462,3,PRESS_FIT_3,PF-L4-S10,TL-PF-019,OP-0032,PP-0015,2026-01-26 11:27:33,2026-01-26 11:28:15,160.0,160.12,0.12,25.0,42,QualityResult.PASS
POP-00005092,SN-00001273,EXEC-000462,WO-20260126-000462,4,PRESS_FIT_4,PF-L1-S10,TL-GBA-031,OP-0068,PP-0016,2026-01-26 11:28:52,2026-01-26 11:29:34,160.0,160.29,0.29,25.0,42,QualityResult.PASS
POP-00005093,SN-00001274,EXEC-000462,WO-20260126-000462,1,PRESS_FIT_1,PF-L6-S10,TL-ASM-011,OP-0010,PP-0013,2026-01-26 11:25:00,2026-01-26 11:25:42,160.0,158.68,-1.32,25.0,42,QualityResult.PASS
POP-00005094,SN-00001274,EXEC-000462,WO-20260126-000462,2,PRESS_FIT_2,PF-L6-S10,TL-PKG-009,OP-0016,PP-0014,2026-01-26 11:26:11,2026-01-26 11:26:53,160.0,157.95,-2.05,25.0,42,QualityResult.PASS
POP-00005095,SN-00001274,EXEC-000462,WO-20260126-000462,3,PRESS_FIT_3,PF-L6-S10,TL-PF-010,OP-0068,PP-0015,2026-01-26 11:27:18,2026-01-26 11:28:00,160.0,160.56,0.56,25.0,42,QualityResult.PASS
POP-00005096,SN-00001274,EXEC-000462,WO-20260126-000462,4,PRESS_FIT_4,PF-L1-S10,TL-PKG-027,OP-0030,PP-0016,2026-01-26 11:28:11,2026-01-26 11:28:53,160.0,159.09,-0.91,25.0,42,QualityResult.PASS
POP-00005097,SN-00001275,EXEC-000463,WO-20260126-000463,1,PRESS_FIT_1,PF-L3-S10,TL-MOT-033,OP-0029,PP-0001,2026-01-26 11:45:00,2026-01-26 11:45:35,145.0,143.28,-1.72,25.0,35,QualityResult.PASS
POP-00005098,SN-00001275,EXEC-000463,WO-20260126-000463,2,PRESS_FIT_2,PF-L1-S10,TL-VIS-032,OP-0046,PP-0002,2026-01-26 11:45:57,2026-01-26 11:46:32,145.0,146.41,1.41,25.0,35,QualityResult.PASS
POP-00005099,SN-00001275,EXEC-000463,WO-20260126-000463,3,PRESS_FIT_3,PF-L1-S10,TL-VIS-041,OP-0039,PP-0003,2026-01-26 11:47:04,2026-01-26 11:47:39,145.0,144.75,-0.25,25.0,35,QualityResult.PASS
POP-00005100,SN-00001275,EXEC-000463,WO-20260126-000463,4,PRESS_FIT_4,PF-L4-S10,TL-PF-046,OP-0035,PP-0004,2026-01-26 11:48:10,2026-01-26 11:48:45,145.0,142.1,-2.9,25.0,35,QualityResult.PASS
POP-00005101,SN-00001276,EXEC-000463,WO-20260126-000463,1,PRESS_FIT_1,PF-L4-S10,TL-GBA-040,OP-0051,PP-0001,2026-01-26 11:45:00,2026-01-26 11:45:35,145.0,142.85,-2.15,25.0,35,QualityResult.PASS
POP-00005102,SN-00001276,EXEC-000463,WO-20260126-000463,2,PRESS_FIT_2,PF-L4-S10,TL-PF-046,OP-0030,PP-0002,2026-01-26 11:45:59,2026-01-26 11:46:34,145.0,144.35,-0.65,25.0,35,QualityResult.PASS
POP-00005103,SN-00001276,EXEC-000463,WO-20260126-000463,3,PRESS_FIT_3,PF-L5-S10,TL-PF-028,OP-0069,PP-0003,2026-01-26 11:46:46,2026-01-26 11:47:21,145.0,144.12,-0.88,25.0,35,QualityResult.PASS
POP-00005104,SN-00001276,EXEC-000463,WO-20260126-000463,4,PRESS_FIT_4,PF-L4-S10,TL-PF-046,OP-0043,PP-0004,2026-01-26 11:48:00,2026-01-26 11:48:35,145.0,142.06,-2.94,25.0,35,QualityResult.PASS
POP-00005105,SN-00001277,EXEC-000463,WO-20260126-000463,1,PRESS_FIT_1,PF-L2-S10,TL-VIS-014,OP-0012,PP-0001,2026-01-26 11:45:00,2026-01-26 11:45:35,145.0,142.2,-2.8,25.0,35,QualityResult.PASS
POP-00005106,SN-00001277,EXEC-000463,WO-20260126-000463,2,PRESS_FIT_2,PF-L2-S10,TL-MOT-015,OP-0034,PP-0002,2026-01-26 11:45:52,2026-01-26 11:46:27,145.0,146.06,1.06,25.0,35,QualityResult.PASS
POP-00005107,SN-00001277,EXEC-000463,WO-20260126-000463,3,PRESS_FIT_3,PF-L3-S10,TL-PLT-008,OP-0020,PP-0003,2026-01-26 11:46:53,2026-01-26 11:47:28,145.0,142.9,-2.1,25.0,35,QualityResult.PASS
POP-00005108,SN-00001277,EXEC-000463,WO-20260126-000463,4,PRESS_FIT_4,PF-L5-S10,TL-PKG-054,OP-0016,PP-0004,2026-01-26 11:48:02,2026-01-26 11:48:37,145.0,143.6,-1.4,25.0,35,QualityResult.PASS
POP-00005109,SN-00001278,EXEC-000463,WO-20260126-000463,1,PRESS_FIT_1,PF-L6-S10,TL-ASM-011,OP-0017,PP-0001,2026-01-26 11:45:00,2026-01-26 11:45:35,145.0,145.76,0.76,25.0,35,QualityResult.PASS
POP-00005110,SN-00001278,EXEC-000463,WO-20260126-000463,2,PRESS_FIT_2,PF-L3-S10,TL-DTA-030,OP-0049,PP-0002,2026-01-26 11:46:10,2026-01-26 11:46:45,145.0,145.49,0.49,25.0,35,QualityResult.PASS
POP-00005111,SN-00001278,EXEC-000463,WO-20260126-000463,3,PRESS_FIT_3,PF-L4-S10,TL-PKG-009,OP-0060,PP-0003,2026-01-26 11:46:57,2026-01-26 11:47:32,145.0,145.38,0.38,25.0,35,QualityResult.PASS
POP-00005112,SN-00001278,EXEC-000463,WO-20260126-000463,4,PRESS_FIT_4,PF-L2-S10,TL-PKG-009,OP-0072,PP-0004,2026-01-26 11:47:51,2026-01-26 11:48:26,145.0,143.19,-1.81,25.0,35,QualityResult.PASS
POP-00005113,SN-00001279,EXEC-000463,WO-20260126-000463,1,PRESS_FIT_1,PF-L5-S10,TL-HVT-034,OP-0042,PP-0001,2026-01-26 11:45:00,2026-01-26 11:45:35,145.0,146.19,1.19,25.0,35,QualityResult.PASS
POP-00005114,SN-00001279,EXEC-000463,WO-20260126-000463,2,PRESS_FIT_2,PF-L4-S10,TL-GBA-049,OP-0028,PP-0002,2026-01-26 11:46:05,2026-01-26 11:46:40,145.0,146.28,1.28,25.0,35,QualityResult.PASS
POP-00005115,SN-00001279,EXEC-000463,WO-20260126-000463,3,PRESS_FIT_3,PF-L6-S10,TL-ASM-047,OP-0055,PP-0003,2026-01-26 11:47:08,2026-01-26 11:47:43,145.0,144.82,-0.18,25.0,35,QualityResult.PASS
POP-00005116,SN-00001279,EXEC-000463,WO-20260126-000463,4,PRESS_FIT_4,PF-L3-S10,TL-HVT-007,OP-0027,PP-0004,2026-01-26 11:48:20,2026-01-26 11:48:55,145.0,143.67,-1.33,25.0,35,QualityResult.PASS
POP-00005117,SN-00001280,EXEC-000464,WO-20260126-000464,1,PRESS_FIT_1,PF-L6-S10,TL-VIS-032,OP-0058,PP-0005,2026-01-26 12:05:00,2026-01-26 12:05:36,150.0,149.25,-0.75,25.0,36,QualityResult.PASS
POP-00005118,SN-00001280,EXEC-000464,WO-20260126-000464,2,PRESS_FIT_2,PF-L3-S10,TL-MOT-015,OP-0008,PP-0006,2026-01-26 12:05:54,2026-01-26 12:06:30,150.0,152.58,2.58,25.0,36,QualityResult.PASS
POP-00005119,SN-00001280,EXEC-000464,WO-20260126-000464,3,PRESS_FIT_3,PF-L5-S10,TL-PF-037,OP-0004,PP-0007,2026-01-26 12:07:01,2026-01-26 12:07:37,150.0,152.12,2.12,25.0,36,QualityResult.PASS
POP-00005120,SN-00001280,EXEC-000464,WO-20260126-000464,4,PRESS_FIT_4,PF-L3-S10,TL-GBA-031,OP-0003,PP-0008,2026-01-26 12:08:00,2026-01-26 12:08:36,150.0,152.35,2.35,25.0,36,QualityResult.PASS
POP-00005121,SN-00001281,EXEC-000464,WO-20260126-000464,1,PRESS_FIT_1,PF-L2-S10,TL-VIS-014,OP-0058,PP-0005,2026-01-26 12:05:00,2026-01-26 12:05:36,150.0,148.17,-1.83,25.0,36,QualityResult.PASS
POP-00005122,SN-00001281,EXEC-000464,WO-20260126-000464,2,PRESS_FIT_2,PF-L2-S10,TL-GBA-049,OP-0006,PP-0006,2026-01-26 12:06:02,2026-01-26 12:06:38,150.0,147.4,-2.6,25.0,36,QualityResult.PASS
POP-00005123,SN-00001281,EXEC-000464,WO-20260126-000464,3,PRESS_FIT_3,PF-L4-S10,TL-HVT-025,OP-0062,PP-0007,2026-01-26 12:06:53,2026-01-26 12:07:29,150.0,148.62,-1.38,25.0,36,QualityResult.PASS
POP-00005124,SN-00001281,EXEC-000464,WO-20260126-000464,4,PRESS_FIT_4,PF-L4-S10,TL-PLT-008,OP-0019,PP-0008,2026-01-26 12:07:43,2026-01-26 12:08:19,150.0,151.69,1.69,25.0,36,QualityResult.PASS
POP-00005125,SN-00001282,EXEC-000464,WO-20260126-000464,1,PRESS_FIT_1,PF-L3-S10,TL-DTA-012,OP-0065,PP-0005,2026-01-26 12:05:00,2026-01-26 12:05:36,150.0,153.4,3.4,25.0,36,QualityResult.PASS
POP-00005126,SN-00001282,EXEC-000464,WO-20260126-000464,2,PRESS_FIT_2,PF-L2-S10,TL-MOT-015,OP-0008,PP-0006,2026-01-26 12:05:59,2026-01-26 12:06:35,150.0,151.99,1.99,25.0,36,QualityResult.PASS
POP-00005127,SN-00001282,EXEC-000464,WO-20260126-000464,3,PRESS_FIT_3,PF-L2-S10,TL-GBA-049,OP-0024,PP-0007,2026-01-26 12:06:45,2026-01-26 12:07:21,150.0,151.74,1.74,25.0,36,QualityResult.PASS
POP-00005128,SN-00001282,EXEC-000464,WO-20260126-000464,4,PRESS_FIT_4,PF-L5-S10,TL-PLT-017,OP-0047,PP-0008,2026-01-26 12:07:41,2026-01-26 12:08:17,150.0,149.68,-0.32,25.0,36,QualityResult.PASS
POP-00005129,SN-00001283,EXEC-000464,WO-20260126-000464,1,PRESS_FIT_1,PF-L6-S10,TL-GBA-022,OP-0008,PP-0005,2026-01-26 12:05:00,2026-01-26 12:05:36,150.0,151.74,1.74,25.0,36,QualityResult.PASS
POP-00005130,SN-00001283,EXEC-000464,WO-20260126-000464,2,PRESS_FIT_2,PF-L5-S10,TL-PLT-017,OP-0062,PP-0006,2026-01-26 12:06:05,2026-01-26 12:06:41,150.0,147.12,-2.88,25.0,36,QualityResult.PASS
POP-00005131,SN-00001283,EXEC-000464,WO-20260126-000464,3,PRESS_FIT_3,PF-L2-S10,TL-HVT-007,OP-0001,PP-0007,2026-01-26 12:07:04,2026-01-26 12:07:40,150.0,152.81,2.81,25.0,36,QualityResult.PASS
POP-00005132,SN-00001283,EXEC-000464,WO-20260126-000464,4,PRESS_FIT_4,PF-L6-S10,TL-PF-046,OP-0060,PP-0008,2026-01-26 12:08:08,2026-01-26 12:08:44,150.0,148.15,-1.85,25.0,36,QualityResult.PASS
POP-00005133,SN-00001284,EXEC-000465,WO-20260126-000465,1,PRESS_FIT_1,PF-L5-S10,TL-VIS-032,OP-0031,PP-0013,2026-01-26 12:25:00,2026-01-26 12:25:42,160.0,158.19,-1.81,25.0,42,QualityResult.PASS
POP-00005134,SN-00001284,EXEC-000465,WO-20260126-000465,2,PRESS_FIT_2,PF-L4-S10,TL-HVT-034,OP-0010,PP-0014,2026-01-26 12:26:11,2026-01-26 12:26:53,160.0,163.11,3.11,25.0,42,QualityResult.PASS
POP-00005135,SN-00001284,EXEC-000465,WO-20260126-000465,3,PRESS_FIT_3,PF-L2-S10,TL-PLT-035,OP-0065,PP-0015,2026-01-26 12:27:20,2026-01-26 12:28:02,160.0,161.8,1.8,25.0,42,QualityResult.PASS
POP-00005136,SN-00001284,EXEC-000465,WO-20260126-000465,4,PRESS_FIT_4,PF-L3-S10,TL-ASM-029,OP-0019,PP-0016,2026-01-26 12:28:35,2026-01-26 12:29:17,160.0,159.28,-0.72,25.0,42,QualityResult.PASS
POP-00005137,SN-00001285,EXEC-000465,WO-20260126-000465,1,PRESS_FIT_1,PF-L1-S10,TL-HVT-025,OP-0055,PP-0013,2026-01-26 12:25:00,2026-01-26 12:25:42,160.0,159.29,-0.71,25.0,42,QualityResult.PASS
POP-00005138,SN-00001285,EXEC-000465,WO-20260126-000465,2,PRESS_FIT_2,PF-L4-S10,TL-HVT-025,OP-0021,PP-0014,2026-01-26 12:26:09,2026-01-26 12:26:51,160.0,157.21,-2.79,25.0,42,QualityResult.PASS
POP-00005139,SN-00001285,EXEC-000465,WO-20260126-000465,3,PRESS_FIT_3,PF-L3-S10,TL-PKG-036,OP-0011,PP-0015,2026-01-26 12:27:15,2026-01-26 12:27:57,160.0,158.85,-1.15,25.0,42,QualityResult.PASS
POP-00005140,SN-00001285,EXEC-000465,WO-20260126-000465,4,PRESS_FIT_4,PF-L2-S10,TL-MOT-015,OP-0067,PP-0016,2026-01-26 12:28:20,2026-01-26 12:29:02,160.0,160.9,0.9,25.0,42,QualityResult.PASS
POP-00005141,SN-00001286,EXEC-000465,WO-20260126-000465,1,PRESS_FIT_1,PF-L4-S10,TL-PF-010,OP-0067,PP-0013,2026-01-26 12:25:00,2026-01-26 12:25:42,160.0,160.79,0.79,25.0,42,QualityResult.PASS
POP-00005142,SN-00001286,EXEC-000465,WO-20260126-000465,2,PRESS_FIT_2,PF-L1-S10,TL-PKG-045,OP-0018,PP-0014,2026-01-26 12:26:19,2026-01-26 12:27:01,160.0,156.76,-3.24,25.0,42,QualityResult.PASS
POP-00005143,SN-00001286,EXEC-000465,WO-20260126-000465,3,PRESS_FIT_3,PF-L1-S10,TL-PKG-054,OP-0025,PP-0015,2026-01-26 12:27:16,2026-01-26 12:27:58,160.0,161.27,1.27,25.0,42,QualityResult.PASS
POP-00005144,SN-00001286,EXEC-000465,WO-20260126-000465,4,PRESS_FIT_4,PF-L4-S10,TL-VIS-032,OP-0065,PP-0016,2026-01-26 12:28:23,2026-01-26 12:29:05,160.0,160.19,0.19,25.0,42,QualityResult.PASS
POP-00005145,SN-00001287,EXEC-000465,WO-20260126-000465,1,PRESS_FIT_1,PF-L1-S10,TL-VIS-041,OP-0040,PP-0013,2026-01-26 12:25:00,2026-01-26 12:25:42,160.0,163.2,3.2,25.0,42,QualityResult.PASS
POP-00005146,SN-00001287,EXEC-000465,WO-20260126-000465,2,PRESS_FIT_2,PF-L5-S10,TL-HVT-052,OP-0007,PP-0014,2026-01-26 12:26:12,2026-01-26 12:26:54,160.0,160.94,0.94,25.0,42,QualityResult.PASS
POP-00005147,SN-00001287,EXEC-000465,WO-20260126-000465,3,PRESS_FIT_3,PF-L3-S10,TL-MOT-015,OP-0040,PP-0015,2026-01-26 12:27:07,2026-01-26 12:27:49,160.0,161.38,1.38,25.0,42,QualityResult.PASS
POP-00005148,SN-00001287,EXEC-000465,WO-20260126-000465,4,PRESS_FIT_4,PF-L1-S10,TL-VIS-005,OP-0007,PP-0016,2026-01-26 12:28:11,2026-01-26 12:28:53,160.0,162.71,2.71,25.0,42,QualityResult.PASS
POP-00005149,SN-00001288,EXEC-000466,WO-20260126-000466,1,PRESS_FIT_1,PF-L3-S10,TL-VIS-014,OP-0054,PP-0009,2026-01-26 12:45:00,2026-01-26 12:45:40,155.0,151.54,-3.46,25.0,40,QualityResult.PASS
POP-00005150,SN-00001288,EXEC-000466,WO-20260126-000466,2,PRESS_FIT_2,PF-L2-S10,TL-HVT-025,OP-0054,PP-0010,2026-01-26 12:46:11,2026-01-26 12:46:51,155.0,157.73,2.73,25.0,40,QualityResult.PASS
POP-00005151,SN-00001288,EXEC-000466,WO-20260126-000466,3,PRESS_FIT_3,PF-L3-S10,TL-PKG-036,OP-0061,PP-0011,2026-01-26 12:47:24,2026-01-26 12:48:04,155.0,157.58,2.58,25.0,40,QualityResult.PASS
POP-00005152,SN-00001288,EXEC-000466,WO-20260126-000466,4,PRESS_FIT_4,PF-L4-S10,TL-VIS-005,OP-0024,PP-0012,2026-01-26 12:48:34,2026-01-26 12:49:14,155.0,153.34,-1.66,25.0,40,QualityResult.PASS
POP-00005153,SN-00001289,EXEC-000466,WO-20260126-000466,1,PRESS_FIT_1,PF-L1-S10,TL-PKG-054,OP-0050,PP-0009,2026-01-26 12:45:00,2026-01-26 12:45:40,155.0,153.52,-1.48,25.0,40,QualityResult.PASS
POP-00005154,SN-00001289,EXEC-000466,WO-20260126-000466,2,PRESS_FIT_2,PF-L1-S10,TL-PF-010,OP-0036,PP-0010,2026-01-26 12:45:52,2026-01-26 12:46:32,155.0,154.61,-0.39,25.0,40,QualityResult.PASS
POP-00005155,SN-00001289,EXEC-000466,WO-20260126-000466,3,PRESS_FIT_3,PF-L5-S10,TL-PF-037,OP-0035,PP-0011,2026-01-26 12:46:43,2026-01-26 12:47:23,155.0,156.66,1.66,25.0,40,QualityResult.PASS
POP-00005156,SN-00001289,EXEC-000466,WO-20260126-000466,4,PRESS_FIT_4,PF-L3-S10,TL-VIS-041,OP-0035,PP-0012,2026-01-26 12:47:39,2026-01-26 12:48:19,155.0,153.35,-1.65,25.0,40,QualityResult.PASS
POP-00005157,SN-00001290,EXEC-000466,WO-20260126-000466,1,PRESS_FIT_1,PF-L5-S10,TL-PF-019,OP-0044,PP-0009,2026-01-26 12:45:00,2026-01-26 12:45:40,155.0,157.86,2.86,25.0,40,QualityResult.PASS
POP-00005158,SN-00001290,EXEC-000466,WO-20260126-000466,2,PRESS_FIT_2,PF-L4-S10,TL-ASM-047,OP-0027,PP-0010,2026-01-26 12:45:56,2026-01-26 12:46:36,155.0,153.21,-1.79,25.0,40,QualityResult.PASS
POP-00005159,SN-00001290,EXEC-000466,WO-20260126-000466,3,PRESS_FIT_3,PF-L2-S10,TL-ASM-002,OP-0013,PP-0011,2026-01-26 12:46:58,2026-01-26 12:47:38,155.0,151.99,-3.01,25.0,40,QualityResult.PASS
POP-00005160,SN-00001290,EXEC-000466,WO-20260126-000466,4,PRESS_FIT_4,PF-L3-S10,TL-PKG-027,OP-0001,PP-0012,2026-01-26 12:48:13,2026-01-26 12:48:53,155.0,156.32,1.32,25.0,40,QualityResult.PASS
POP-00005161,SN-00001291,EXEC-000467,WO-20260127-000467,1,PRESS_FIT_1,PF-L3-S10,TL-PLT-035,OP-0019,PP-0009,2026-01-27 06:45:00,2026-01-27 06:45:40,155.0,153.31,-1.69,25.0,40,QualityResult.PASS
POP-00005162,SN-00001291,EXEC-000467,WO-20260127-000467,2,PRESS_FIT_2,PF-L6-S10,TL-VIS-023,OP-0007,PP-0010,2026-01-27 06:46:07,2026-01-27 06:46:47,155.0,157.29,2.29,25.0,40,QualityResult.PASS
POP-00005163,SN-00001291,EXEC-000467,WO-20260127-000467,3,PRESS_FIT_3,PF-L2-S10,TL-VIS-023,OP-0030,PP-0011,2026-01-27 06:47:14,2026-01-27 06:47:54,155.0,154.49,-0.51,25.0,40,QualityResult.PASS
POP-00005164,SN-00001291,EXEC-000467,WO-20260127-000467,4,PRESS_FIT_4,PF-L1-S10,TL-PLT-026,OP-0022,PP-0012,2026-01-27 06:48:07,2026-01-27 06:48:47,155.0,157.49,2.49,25.0,40,QualityResult.PASS
POP-00005165,SN-00001292,EXEC-000467,WO-20260127-000467,1,PRESS_FIT_1,PF-L1-S10,TL-PKG-018,OP-0021,PP-0009,2026-01-27 06:45:00,2026-01-27 06:45:40,155.0,156.97,1.97,25.0,40,QualityResult.PASS
