scan_id,serial_number,execution_id,product_code,material_number,batch_number,supplier,scan_timestamp,scan_status
SCAN-00001346,SN-00001346,EXEC-000487,GIS-072-2500,MAT-00001346,BATCH-99365,Schneider Electric,2026-01-27 12:40:00,SUCCESS
SCAN-00001347,SN-00001347,EXEC-000487,GIS-072-2500,MAT-00001347,BATCH-30939,Hitachi Energy,2026-01-27 12:58:00,SUCCESS
SCAN-00001348,SN-00001348,EXEC-000488,GIS-072-3150,MAT-00001348,BATCH-16239,Hitachi Energy,2026-01-27 13:29:00,SUCCESS
SCAN-00001349,SN-00001349,EXEC-000488,GIS-072-3150,MAT-00001349,BATCH-26306,Mitsubishi Electric,2026-01-27 13:13:00,SUCCESS
SCAN-00001350,SN-00001350,EXEC-000488,GIS-072-3150,MAT-00001350,BATCH-49589,Mitsubishi Electric,2026-01-27 13:11:00,SUCCESS
SCAN-00001351,SN-00001351,EXEC-000488,GIS-072-3150,MAT-00001351,BATCH-60725,Schneider Electric,2026-01-27 13:30:00,SUCCESS
SCAN-00001352,SN-00001352,EXEC-000489,GIS-245-4000,MAT-00001352,BATCH-53340,ABB,2026-01-27 13:37:00,SUCCESS
SCAN-00001353,SN-00001353,EXEC-000489,GIS-245-4000,MAT-00001353,BATCH-10650,ABB,2026-01-27 13:20:00,SUCCESS
SCAN-00001354,SN-00001354,EXEC-000490,GIS-072-3150,MAT-00001354,BATCH-82381,ABB,2026-01-27 14:06:00,SUCCESS
SCAN-00001355,SN-00001355,EXEC-000490,GIS-072-3150,MAT-00001355,BATCH-57803,Mitsubishi Electric,2026-01-27 14:20:00,SUCCESS
SCAN-00001356,SN-00001356,EXEC-000490,GIS-072-3150,MAT-00001356,BATCH-76639,Mitsubishi Electric,2026-01-27 13:40:00,SUCCESS
SCAN-00001357,SN-00001357,EXEC-000490,GIS-072-3150,MAT-00001357,BATCH-82806,Mitsubishi Electric,2026-01-27 13:45:00,SUCCESS
SCAN-00001358,SN-00001358,EXEC-000491,GIS-145-3150,MAT-00001358,BATCH-76326,Siemens Energy,2026-01-28 06:18:00,SUCCESS
SCAN-00001359,SN-00001359,EXEC-000491,GIS-145-3150,MAT-00001359,BATCH-25631,Schneider Electric,2026-01-28 06:04:00,SUCCESS
SCAN-00001360,SN-00001360,EXEC-000491,GIS-145-3150,MAT-00001360,BATCH-48482,Schneider Electric,2026-01-28 06:01:00,SUCCESS
SCAN-00001361,SN-00001361,EXEC-000491,GIS-145-3150,MAT-00001361,BATCH-61512,Siemens Energy,2026-01-28 06:25:00,SUCCESS
SCAN-00001362,SN-00001362,EXEC-000492,GIS-145-4000,MAT-00001362,BATCH-10933,Schneider Electric,2026-01-28 06:22:00,SUCCESS
SCAN-00001363,SN-00001363,EXEC-000492,GIS-145-4000,MAT-00001363,BATCH-56447,Siemens Energy,2026-01-28 06:51:00,SUCCESS
SCAN-00001364,SN-00001364,EXEC-000492,GIS-145-4000,MAT-00001364,BATCH-20073,Mitsubishi Electric,2026-01-28 06:34:00,SUCCESS
SCAN-00001365,SN-00001365,EXEC-000493,GIS-145-4000,MAT-00001365,BATCH-67237,ABB,2026-01-28 07:14:00,SUCCESS
SCAN-00001366,SN-00001366,EXEC-000493,GIS-145-4000,MAT-00001366,BATCH-50148,ABB,2026-01-28 07:14:00,SUCCESS
SCAN-00001367,SN-00001367,EXEC-000493,GIS-145-4000,MAT-00001367,BATCH-97721,ABB,2026-01-28 06:52:00,SUCCESS
SCAN-00001368,SN-00001368,EXEC-000494,GIS-300-4000,MAT-00001368,BATCH-23471,Siemens Energy,2026-01-28 07:09:00,SUCCESS
SCAN-00001369,SN-00001369,EXEC-000495,GIS-072-2500,MAT-00001369,BATCH-52685,Hitachi Energy,2026-01-28 07:58:00,SUCCESS
SCAN-00001370,SN-00001370,EXEC-000495,GIS-072-2500,MAT-00001370,BATCH-72448,ABB,2026-01-28 07:20:00,SUCCESS
SCAN-00001371,SN-00001371,EXEC-000495,GIS-072-2500,MAT-00001371,BATCH-21540,Hitachi Energy,2026-01-28 07:54:00,SUCCESS
SCAN-00001372,SN-00001372,EXEC-000495,GIS-072-2500,MAT-00001372,BATCH-23184,Schneider Electric,2026-01-28 07:47:00,SUCCESS
SCAN-00001373,SN-00001373,EXEC-000496,GIS-170-4000,MAT-00001373,BATCH-70312,Siemens Energy,2026-01-28 07:41:00,SUCCESS
SCAN-00001374,SN-00001374,EXEC-000496,GIS-170-4000,MAT-00001374,BATCH-11557,Mitsubishi Electric,2026-01-28 07:51:00,SUCCESS
SCAN-00001375,SN-00001375,EXEC-000497,GIS-145-4000,MAT-00001375,BATCH-94358,ABB,2026-01-28 08:13:00,SUCCESS
SCAN-00001376,SN-00001376,EXEC-000497,GIS-145-4000,MAT-00001376,BATCH-97606,ABB,2026-01-28 08:10:00,SUCCESS
SCAN-00001377,SN-00001377,EXEC-000498,GIS-245-4000,MAT-00001377,BATCH-85954,Mitsubishi Electric,2026-01-28 08:59:00,SUCCESS
SCAN-00001378,SN-00001378,EXEC-000498,GIS-245-4000,MAT-00001378,BATCH-36447,Siemens Energy,2026-01-28 08:50:00,SUCCESS
SCAN-00001379,SN-00001379,EXEC-000499,GIS-145-4000,MAT-00001379,BATCH-91555,Schneider Electric,2026-01-28 08:46:00,SUCCESS
SCAN-00001380,SN-00001380,EXEC-000499,GIS-145-4000,MAT-00001380,BATCH-28799,Siemens Energy,2026-01-28 09:14:00,SUCCESS
SCAN-00001381,SN-00001381,EXEC-000499,GIS-145-4000,MAT-00001381,BATCH-69807,Hitachi Energy,2026-01-28 08:53:00,SUCCESS
SCAN-00001382,SN-00001382,EXEC-000500,GIS-420-4000,MAT-00001382,BATCH-66317,Siemens Energy,2026-01-28 09:29:00,SUCCESS
SCAN-00001383,SN-00001383,EXEC-000500,GIS-420-4000,MAT-00001383,BATCH-88049,Hitachi Energy,2026-01-28 09:36:00,SUCCESS
SCAN-00001384,SN-00001384,EXEC-000501,GIS-420-5000,MAT-00001384,BATCH-87447,ABB,2026-01-28 09:35:00,SUCCESS
SCAN-00001385,SN-00001385,EXEC-000501,GIS-420-5000,MAT-00001385,BATCH-70780,Hitachi Energy,2026-01-28 09:20:00,SUCCESS
SCAN-00001386,SN-00001386,EXEC-000502,GIS-145-4000,MAT-00001386,BATCH-78315,Siemens Energy,2026-01-28 09:40:00,SUCCESS
SCAN-00001387,SN-00001387,EXEC-000502,GIS-145-4000,MAT-00001387,BATCH-32874,Schneider Electric,2026-01-28 09:56:00,SUCCESS
SCAN-00001388,SN-00001388,EXEC-000503,GIS-072-2500,MAT-00001388,BATCH-99433,Siemens Energy,2026-01-28 10:30:00,SUCCESS
SCAN-00001389,SN-00001389,EXEC-000503,GIS-072-2500,MAT-00001389,BATCH-28558,Schneider Electric,2026-01-28 10:38:00,SUCCESS
SCAN-00001390,SN-00001390,EXEC-000503,GIS-072-2500,MAT-00001390,BATCH-29242,Hitachi Energy,2026-01-28 10:09:00,SUCCESS
SCAN-00001391,SN-00001391,EXEC-000504,GIS-420-5000,MAT-00001391,BATCH-49616,Hitachi Energy,2026-01-28 10:21:00,SUCCESS
SCAN-00001392,SN-00001392,EXEC-000504,GIS-420-5000,MAT-00001392,BATCH-82909,Siemens Energy,2026-01-28 10:32:00,SUCCESS
SCAN-00001393,SN-00001393,EXEC-000505,GIS-072-2500,MAT-00001393,BATCH-21571,Hitachi Energy,2026-01-28 10:45:00,SUCCESS
SCAN-00001394,SN-00001394,EXEC-000505,GIS-072-2500,MAT-00001394,BATCH-40178,Hitachi Energy,2026-01-28 11:14:00,SUCCESS
SCAN-00001395,SN-00001395,EXEC-000505,GIS-072-2500,MAT-00001395,BATCH-28012,Schneider Electric,2026-01-28 11:10:00,SUCCESS
SCAN-00001396,SN-00001396,EXEC-000505,GIS-072-2500,MAT-00001396,BATCH-14796,ABB,2026-01-28 11:03:00,SUCCESS
SCAN-00001397,SN-00001397,EXEC-000506,GIS-145-4000,MAT-00001397,BATCH-31859,Siemens Energy,2026-01-28 11:36:00,SUCCESS
SCAN-00001398,SN-00001398,EXEC-000506,GIS-145-4000,MAT-00001398,BATCH-40942,Schneider Electric,2026-01-28 11:33:00,SUCCESS
SCAN-00001399,SN-00001399,EXEC-000507,GIS-145-4000,MAT-00001399,BATCH-59721,Schneider Electric,2026-01-28 11:42:00,SUCCESS
SCAN-00001400,SN-00001400,EXEC-000507,GIS-145-4000,MAT-00001400,BATCH-80528,Hitachi Energy,2026-01-28 11:42:00,SUCCESS
SCAN-00001401,SN-00001401,EXEC-000507,GIS-145-4000,MAT-00001401,BATCH-53845,Siemens Energy,2026-01-28 11:57:00,SUCCESS
SCAN-00001402,SN-00001402,EXEC-000507,GIS-145-4000,MAT-00001402,BATCH-91259,Hitachi Energy,2026-01-28 11:27:00,SUCCESS
SCAN-00001403,SN-00001403,EXEC-000508,GIS-072-2500,MAT-00001403,BATCH-61804,Hitachi Energy,2026-01-28 12:19:00,SUCCESS
SCAN-00001404,SN-00001404,EXEC-000508,GIS-072-2500,MAT-00001404,BATCH-46539,Schneider Electric,2026-01-28 12:18:00,SUCCESS
SCAN-00001405,SN-00001405,EXEC-000508,GIS-072-2500,MAT-00001405,BATCH-47405,ABB,2026-01-28 11:46:00,SUCCESS
SCAN-00001406,SN-00001406,EXEC-000508,GIS-072-2500,MAT-00001406,BATCH-78364,Mitsubishi Electric,2026-01-28 11:54:00,SUCCESS
SCAN-00001407,SN-00001407,EXEC-000509,GIS-072-2500,MAT-00001407,BATCH-25012,Mitsubishi Electric,2026-01-28 12:23:00,SUCCESS
SCAN-00001408,SN-00001408,EXEC-000509,GIS-072-2500,MAT-00001408,BATCH-65253,Mitsubishi Electric,2026-01-28 12:39:00,SUCCESS
SCAN-00001409,SN-00001409,EXEC-000509,GIS-072-2500,MAT-00001409,BATCH-44206,ABB,2026-01-28 12:10:00,SUCCESS
SCAN-00001410,SN-00001410,EXEC-000509,GIS-072-2500,MAT-00001410,BATCH-16033,Hitachi Energy,2026-01-28 12:32:00,SUCCESS
SCAN-00001411,SN-00001411,EXEC-000509,GIS-072-2500,MAT-00001411,BATCH-94768,Schneider Electric,2026-01-28 12:37:00,SUCCESS
SCAN-00001412,SN-00001412,EXEC-000510,GIS-072-2500,MAT-00001412,BATCH-95280,Schneider Electric,2026-01-29 06:21:00,SUCCESS
SCAN-00001413,SN-00001413,EXEC-000510,GIS-072-2500,MAT-00001413,BATCH-28081,Siemens Energy,2026-01-29 06:25:00,SUCCESS
SCAN-00001414,SN-00001414,EXEC-000510,GIS-072-2500,MAT-00001414,BATCH-96042,Mitsubishi Electric,2026-01-29 06:27:00,SUCCESS
SCAN-00001415,SN-00001415,EXEC-000510,GIS-072-2500,MAT-00001415,BATCH-62380,Schneider Electric,2026-01-29 06:28:00,SUCCESS
SCAN-00001416,SN-00001416,EXEC-000511,GIS-072-2500,MAT-00001416,BATCH-12964,ABB,2026-01-29 06:48:00,SUCCESS
SCAN-00001417,SN-00001417,EXEC-000511,GIS-072-2500,MAT-00001417,BATCH-65882,Siemens Energy,2026-01-29 06:56:00,SUCCESS
SCAN-00001418,SN-00001418,EXEC-000511,GIS-072-2500,MAT-00001418,BATCH-45697,Siemens Energy,2026-01-29 06:42:00,SUCCESS
SCAN-00001419,SN-00001419,EXEC-000512,GIS-245-4000,MAT-00001419,BATCH-61728,Hitachi Energy,2026-01-29 07:02:00,SUCCESS
SCAN-00001420,SN-00001420,EXEC-000512,GIS-245-4000,MAT-00001420,BATCH-58435,Siemens Energy,2026-01-29 06:49:00,SUCCESS
SCAN-00001421,SN-00001421,EXEC-000513,GIS-300-4000,MAT-00001421,BATCH-87883,Schneider Electric,2026-01-29 07:07:00,SUCCESS
SCAN-00001422,SN-00001422,EXEC-000513,GIS-300-4000,MAT-00001422,BATCH-39729,Hitachi Energy,2026-01-29 07:17:00,SUCCESS
SCAN-00001423,SN-00001423,EXEC-000514,GIS-072-2500,MAT-00001423,BATCH-54342,ABB,2026-01-29 07:42:00,SUCCESS
SCAN-00001424,SN-00001424,EXEC-000514,GIS-072-2500,MAT-00001424,BATCH-60692,ABB,2026-01-29 07:34:00,SUCCESS
SCAN-00001425,SN-00001425,EXEC-000514,GIS-072-2500,MAT-00001425,BATCH-71148,ABB,2026-01-29 07:38:00,SUCCESS
SCAN-00001426,SN-00001426,EXEC-000514,GIS-072-2500,MAT-00001426,BATCH-44877,ABB,2026-01-29 07:58:00,SUCCESS
SCAN-00001427,SN-00001427,EXEC-000514,GIS-072-2500,MAT-00001427,BATCH-83077,Hitachi Energy,2026-01-29 07:52:00,SUCCESS
SCAN-00001428,SN-00001428,EXEC-000515,GIS-245-3150,MAT-00001428,BATCH-63352,ABB,2026-01-29 07:52:00,SUCCESS
SCAN-00001429,SN-00001429,EXEC-000515,GIS-245-3150,MAT-00001429,BATCH-50304,Hitachi Energy,2026-01-29 07:51:00,SUCCESS
SCAN-00001430,SN-00001430,EXEC-000516,GIS-170-4000,MAT-00001430,BATCH-52306,Mitsubishi Electric,2026-01-29 08:34:00,SUCCESS
SCAN-00001431,SN-00001431,EXEC-000516,GIS-170-4000,MAT-00001431,BATCH-64016,ABB,2026-01-29 08:24:00,SUCCESS
SCAN-00001432,SN-00001432,EXEC-000517,GIS-072-3150,MAT-00001432,BATCH-56012,ABB,2026-01-29 08:54:00,SUCCESS
SCAN-00001433,SN-00001433,EXEC-000517,GIS-072-3150,MAT-00001433,BATCH-63131,Schneider Electric,2026-01-29 08:32:00,SUCCESS
SCAN-00001434,SN-00001434,EXEC-000517,GIS-072-3150,MAT-00001434,BATCH-81631,Schneider Electric,2026-01-29 08:54:00,SUCCESS
SCAN-00001435,SN-00001435,EXEC-000517,GIS-072-3150,MAT-00001435,BATCH-34479,Hitachi Energy,2026-01-29 08:58:00,SUCCESS
SCAN-00001436,SN-00001436,EXEC-000517,GIS-072-3150,MAT-00001436,BATCH-62748,Hitachi Energy,2026-01-29 08:55:00,SUCCESS
SCAN-00001437,SN-00001437,EXEC-000518,GIS-550-5000,MAT-00001437,BATCH-10794,Mitsubishi Electric,2026-01-29 09:20:00,SUCCESS
SCAN-00001438,SN-00001438,EXEC-000519,GIS-145-4000,MAT-00001438,BATCH-14571,Siemens Energy,2026-01-29 09:26:00,SUCCESS
SCAN-00001439,SN-00001439,EXEC-000519,GIS-145-4000,MAT-00001439,BATCH-32273,ABB,2026-01-29 09:22:00,SUCCESS
SCAN-00001440,SN-00001440,EXEC-000519,GIS-145-4000,MAT-00001440,BATCH-97495,Hitachi Energy,2026-01-29 09:26:00,SUCCESS
SCAN-00001441,SN-00001441,EXEC-000519,GIS-145-4000,MAT-00001441,BATCH-93813,Hitachi Energy,2026-01-29 09:28:00,SUCCESS
SCAN-00001442,SN-00001442,EXEC-000520,GIS-145-4000,MAT-00001442,BATCH-26058,Siemens Energy,2026-01-29 09:55:00,SUCCESS
SCAN-00001443,SN-00001443,EXEC-000520,GIS-145-4000,MAT-00001443,BATCH-86678,Schneider Electric,2026-01-29 09:42:00,SUCCESS
SCAN-00001444,SN-00001444,EXEC-000521,GIS-145-4000,MAT-00001444,BATCH-68321,Mitsubishi Electric,2026-01-29 09:48:00,SUCCESS
SCAN-00001445,SN-00001445,EXEC-000521,GIS-145-4000,MAT-00001445,BATCH-11570,Siemens Energy,2026-01-29 10:01:00,SUCCESS
SCAN-00001446,SN-00001446,EXEC-000521,GIS-145-4000,MAT-00001446,BATCH-12273,Siemens Energy,2026-01-29 10:05:00,SUCCESS
SCAN-00001447,SN-00001447,EXEC-000521,GIS-145-4000,MAT-00001447,BATCH-51363,Hitachi Energy,2026-01-29 10:10:00,SUCCESS
SCAN-00001448,SN-00001448,EXEC-000522,GIS-145-3150,MAT-00001448,BATCH-89171,ABB,2026-01-29 10:37:00,SUCCESS
SCAN-00001449,SN-00001449,EXEC-000522,GIS-145-3150,MAT-00001449,BATCH-29140,Mitsubishi Electric,2026-01-29 10:17:00,SUCCESS
SCAN-00001450,SN-00001450,EXEC-000522,GIS-145-3150,MAT-00001450,BATCH-17530,Siemens Energy,2026-01-29 10:15:00,SUCCESS
SCAN-00001451,SN-00001451,EXEC-000522,GIS-145-3150,MAT-00001451,BATCH-44569,Mitsubishi Electric,2026-01-29 10:23:00,SUCCESS
SCAN-00001452,SN-00001452,EXEC-000523,GIS-245-4000,MAT-00001452,BATCH-61692,ABB,2026-01-29 10:34:00,SUCCESS
SCAN-00001453,SN-00001453,EXEC-000523,GIS-245-4000,MAT-00001453,BATCH-54824,ABB,2026-01-29 10:40:00,SUCCESS
SCAN-00001454,SN-00001454,EXEC-000524,GIS-245-3150,MAT-00001454,BATCH-94972,ABB,2026-01-29 11:13:00,SUCCESS
SCAN-00001455,SN-00001455,EXEC-000525,GIS-245-4000,MAT-00001455,BATCH-70147,Hitachi Energy,2026-01-29 11:06:00,SUCCESS
SCAN-00001456,SN-00001456,EXEC-000525,GIS-245-4000,MAT-00001456,BATCH-42459,ABB,2026-01-29 11:22:00,SUCCESS
SCAN-00001457,SN-00001457,EXEC-000526,GIS-145-3150,MAT-00001457,BATCH-57129,ABB,2026-01-29 11:23:00,SUCCESS
SCAN-00001458,SN-00001458,EXEC-000526,GIS-145-3150,MAT-00001458,BATCH-96637,Hitachi Energy,2026-01-29 11:31:00,SUCCESS
SCAN-00001459,SN-00001459,EXEC-000526,GIS-145-3150,MAT-00001459,BATCH-42430,Siemens Energy,2026-01-29 11:26:00,SUCCESS
SCAN-00001460,SN-00001460,EXEC-000527,GIS-072-3150,MAT-00001460,BATCH-95978,ABB,2026-01-29 12:14:00,SUCCESS
SCAN-00001461,SN-00001461,EXEC-000527,GIS-072-3150,MAT-00001461,BATCH-88699,Siemens Energy,2026-01-29 12:04:00,SUCCESS
SCAN-00001462,SN-00001462,EXEC-000527,GIS-072-3150,MAT-00001462,BATCH-31200,Schneider Electric,2026-01-29 11:52:00,SUCCESS
SCAN-00001463,SN-00001463,EXEC-000527,GIS-072-3150,MAT-00001463,BATCH-67612,Mitsubishi Electric,2026-01-29 12:20:00,SUCCESS
SCAN-00001464,SN-00001464,EXEC-000527,GIS-072-3150,MAT-00001464,BATCH-77936,ABB,2026-01-29 11:41:00,SUCCESS
SCAN-00001465,SN-00001465,EXEC-000528,GIS-245-3150,MAT-00001465,BATCH-40331,Siemens Energy,2026-01-29 12:14:00,SUCCESS
SCAN-00001466,SN-00001466,EXEC-000528,GIS-245-3150,MAT-00001466,BATCH-93940,Schneider Electric,2026-01-29 12:23:00,SUCCESS
SCAN-00001467,SN-00001467,EXEC-000528,GIS-245-3150,MAT-00001467,BATCH-42673,Hitachi Energy,2026-01-29 12:38:00,SUCCESS
SCAN-00001468,SN-00001468,EXEC-000529,GIS-072-2500,MAT-00001468,BATCH-69537,Hitachi Energy,2026-01-29 12:56:00,SUCCESS
SCAN-00001469,SN-00001469,EXEC-000529,GIS-072-2500,MAT-00001469,BATCH-68216,Siemens Energy,2026-01-29 12:37:00,SUCCESS
SCAN-00001470,SN-00001470,EXEC-000529,GIS-072-2500,MAT-00001470,BATCH-59046,ABB,2026-01-29 12:57:00,SUCCESS
SCAN-00001471,SN-00001471,EXEC-000529,GIS-072-2500,MAT-00001471,BATCH-37283,Hitachi Energy,2026-01-29 12:56:00,SUCCESS
SCAN-00001472,SN-00001472,EXEC-000529,GIS-072-2500,MAT-00001472,BATCH-40756,Siemens Energy,2026-01-29 12:21:00,SUCCESS
SCAN-00001473,SN-00001473,EXEC-000530,GIS-145-4000,MAT-00001473,BATCH-37667,Siemens Energy,2026-01-29 12:41:00,SUCCESS
SCAN-00001474,SN-00001474,EXEC-000530,GIS-145-4000,MAT-00001474,BATCH-77527,Schneider Electric,2026-01-29 12:51:00,SUCCESS
SCAN-00001475,SN-00001475,EXEC-000530,GIS-145-4000,MAT-00001475,BATCH-69901,Schneider Electric,2026-01-29 12:55:00,SUCCESS
SCAN-00001476,SN-00001476,EXEC-000531,GIS-072-3150,MAT-00001476,BATCH-54169,Hitachi Energy,2026-01-30 06:20:00,SUCCESS
SCAN-00001477,SN-00001477,EXEC-000531,GIS-072-3150,MAT-00001477,BATCH-76319,Mitsubishi Electric,2026-01-30 06:12:00,SUCCESS
SCAN-00001478,SN-00001478,EXEC-000531,GIS-072-3150,MAT-00001478,BATCH-34959,Siemens Energy,2026-01-30 06:28:00,SUCCESS
SCAN-00001479,SN-00001479,EXEC-000532,GIS-145-3150,MAT-00001479,BATCH-93361,Siemens Energy,2026-01-30 06:24:00,SUCCESS
SCAN-00001480,SN-00001480,EXEC-000532,GIS-145-3150,MAT-00001480,BATCH-79262,Siemens Energy,2026-01-30 06:30:00,SUCCESS
SCAN-00001481,SN-00001481,EXEC-000532,GIS-145-3150,MAT-00001481,BATCH-19336,Schneider Electric,2026-01-30 06:56:00,SUCCESS
SCAN-00001482,SN-00001482,EXEC-000533,GIS-145-4000,MAT-00001482,BATCH-69996,ABB,2026-01-30 06:59:00,SUCCESS
SCAN-00001483,SN-00001483,EXEC-000533,GIS-145-4000,MAT-00001483,BATCH-91502,Siemens Energy,2026-01-30 06:40:00,SUCCESS
SCAN-00001484,SN-00001484,EXEC-000533,GIS-145-4000,MAT-00001484,BATCH-22053,Schneider Electric,2026-01-30 06:54:00,SUCCESS
SCAN-00001485,SN-00001485,EXEC-000534,GIS-245-3150,MAT-00001485,BATCH-68690,Hitachi Energy,2026-01-30 07:15:00,SUCCESS
SCAN-00001486,SN-00001486,EXEC-000534,GIS-245-3150,MAT-00001486,BATCH-66960,Siemens Energy,2026-01-30 07:36:00,SUCCESS
SCAN-00001487,SN-00001487,EXEC-000535,GIS-245-4000,MAT-00001487,BATCH-54100,Siemens Energy,2026-01-30 07:41:00,SUCCESS
SCAN-00001488,SN-00001488,EXEC-000535,GIS-245-4000,MAT-00001488,BATCH-59923,Schneider Electric,2026-01-30 07:46:00,SUCCESS
SCAN-00001489,SN-00001489,EXEC-000535,GIS-245-4000,MAT-00001489,BATCH-40480,Hitachi Energy,2026-01-30 07:40:00,SUCCESS
SCAN-00001490,SN-00001490,EXEC-000536,GIS-072-2500,MAT-00001490,BATCH-13845,Schneider Electric,2026-01-30 08:11:00,SUCCESS
SCAN-00001491,SN-00001491,EXEC-000536,GIS-072-2500,MAT-00001491,BATCH-76006,Mitsubishi Electric,2026-01-30 08:13:00,SUCCESS
SCAN-00001492,SN-00001492,EXEC-000536,GIS-072-2500,MAT-00001492,BATCH-66971,Mitsubishi Electric,2026-01-30 07:56:00,SUCCESS
SCAN-00001493,SN-00001493,EXEC-000536,GIS-072-2500,MAT-00001493,BATCH-67362,Siemens Energy,2026-01-30 08:07:00,SUCCESS
SCAN-00001494,SN-00001494,EXEC-000537,GIS-145-3150,MAT-00001494,BATCH-17618,Siemens Energy,2026-01-30 08:37:00,SUCCESS
SCAN-00001495,SN-00001495,EXEC-000537,GIS-145-3150,MAT-00001495,BATCH-90534,Siemens Energy,2026-01-30 08:04:00,SUCCESS
SCAN-00001496,SN-00001496,EXEC-000537,GIS-145-3150,MAT-00001496,BATCH-44065,ABB,2026-01-30 08:21:00,SUCCESS
SCAN-00001497,SN-00001497,EXEC-000538,GIS-145-3150,MAT-00001497,BATCH-76722,Siemens Energy,2026-01-30 08:46:00,SUCCESS
SCAN-00001498,SN-00001498,EXEC-000538,GIS-145-3150,MAT-00001498,BATCH-74512,Mitsubishi Electric,2026-01-30 08:25:00,SUCCESS
SCAN-00001499,SN-00001499,EXEC-000539,GIS-145-4000,MAT-00001499,BATCH-54852,Mitsubishi Electric,2026-01-30 09:17:00,SUCCESS
SCAN-00001500,SN-00001500,EXEC-000539,GIS-145-4000,MAT-00001500,BATCH-95386,Mitsubishi Electric,2026-01-30 09:12:00,SUCCESS
SCAN-00001501,SN-00001501,EXEC-000539,GIS-145-4000,MAT-00001501,BATCH-68116,Mitsubishi Electric,2026-01-30 09:04:00,SUCCESS
SCAN-00001502,SN-00001502,EXEC-000539,GIS-145-4000,MAT-00001502,BATCH-40790,Hitachi Energy,2026-01-30 09:19:00,SUCCESS
SCAN-00001503,SN-00001503,EXEC-000540,GIS-072-2500,MAT-00001503,BATCH-21571,Siemens Energy,2026-01-30 09:31:00,SUCCESS
SCAN-00001504,SN-00001504,EXEC-000540,GIS-072-2500,MAT-00001504,BATCH-82684,Siemens Energy,2026-01-30 09:10:00,SUCCESS
SCAN-00001505,SN-00001505,EXEC-000540,GIS-072-2500,MAT-00001505,BATCH-55863,Mitsubishi Electric,2026-01-30 09:20:00,SUCCESS
SCAN-00001506,SN-00001506,EXEC-000540,GIS-072-2500,MAT-00001506,BATCH-26445,ABB,2026-01-30 09:28:00,SUCCESS
SCAN-00001507,SN-00001507,EXEC-000541,GIS-170-4000,MAT-00001507,BATCH-33708,Schneider Electric,2026-01-30 09:27:00,SUCCESS
SCAN-00001508,SN-00001508,EXEC-000541,GIS-170-4000,MAT-00001508,BATCH-37386,Siemens Energy,2026-01-30 09:45:00,SUCCESS
SCAN-00001509,SN-00001509,EXEC-000542,GIS-145-3150,MAT-00001509,BATCH-74007,Schneider Electric,2026-01-30 10:14:00,SUCCESS
SCAN-00001510,SN-00001510,EXEC-000542,GIS-145-3150,MAT-00001510,BATCH-97225,Siemens Energy,2026-01-30 10:19:00,SUCCESS
SCAN-00001511,SN-00001511,EXEC-000543,GIS-072-3150,MAT-00001511,BATCH-75819,Mitsubishi Electric,2026-01-30 10:14:00,SUCCESS
SCAN-00001512,SN-00001512,EXEC-000543,GIS-072-3150,MAT-00001512,BATCH-59745,Siemens Energy,2026-01-30 10:36:00,SUCCESS
SCAN-00001513,SN-00001513,EXEC-000543,GIS-072-3150,MAT-00001513,BATCH-23999,ABB,2026-01-30 10:34:00,SUCCESS
SCAN-00001514,SN-00001514,EXEC-000543,GIS-072-3150,MAT-00001514,BATCH-16757,ABB,2026-01-30 10:33:00,SUCCESS
SCAN-00001515,SN-00001515,EXEC-000544,GIS-145-3150,MAT-00001515,BATCH-51173,Mitsubishi Electric,2026-01-30 10:44:00,SUCCESS
SCAN-00001516,SN-00001516,EXEC-000544,GIS-145-3150,MAT-00001516,BATCH-32435,Schneider Electric,2026-01-30 10:58:00,SUCCESS
SCAN-00001517,SN-00001517,EXEC-000544,GIS-145-3150,MAT-00001517,BATCH-14755,Siemens Energy,2026-01-30 10:50:00,SUCCESS
SCAN-00001518,SN-00001518,EXEC-000544,GIS-145-3150,MAT-00001518,BATCH-75986,Mitsubishi Electric,2026-01-30 10:26:00,SUCCESS
SCAN-00001519,SN-00001519,EXEC-000545,GIS-145-3150,MAT-00001519,BATCH-57771,Mitsubishi Electric,2026-01-30 10:54:00,SUCCESS
SCAN-00001520,SN-00001520,EXEC-000545,GIS-145-3150,MAT-00001520,BATCH-74378,Mitsubishi Electric,2026-01-30 10:53:00,SUCCESS
SCAN-00001521,SN-00001521,EXEC-000545,GIS-145-3150,MAT-00001521,BATCH-62093,ABB,2026-01-30 11:08:00,SUCCESS
SCAN-00001522,SN-00001522,EXEC-000545,GIS-145-3150,MAT-00001522,BATCH-19384,Hitachi Energy,2026-01-30 11:07:00,SUCCESS
SCAN-00001523,SN-00001523,EXEC-000546,GIS-145-3150,MAT-00001523,BATCH-30918,Siemens Energy,2026-01-30 11:16:00,SUCCESS
SCAN-00001524,SN-00001524,EXEC-000546,GIS-145-3150,MAT-00001524,BATCH-82876,Siemens Energy,2026-01-30 11:31:00,SUCCESS
SCAN-00001525,SN-00001525,EXEC-000546,GIS-145-3150,MAT-00001525,BATCH-79489,Hitachi Energy,2026-01-30 11:33:00,SUCCESS
SCAN-00001526,SN-00001526,EXEC-000547,GIS-550-5000,MAT-00001526,BATCH-88154,Mitsubishi Electric,2026-01-30 11:39:00,SUCCESS
